DateTime,DistrictCoolingFacility,DistrictHeatingFacility,DrybulbTemperatureHourly,ElectricityFacility,ZONE10OperativeTemperature,ZONE11OperativeTemperature,ZONE12OperativeTemperature,ZONE1OperativeTemperature,ZONE2OperativeTemperature,ZONE3OperativeTemperature,ZONE4OperativeTemperature,ZONE5OperativeTemperature,ZONE6OperativeTemperature,ZONE7OperativeTemperature,ZONE8OperativeTemperature,ZONE9OperativeTemperature
1325577600,0,5058001.942,4.413194444,2072339.448,18.35470086,17.55159881,12.00904785,17.94141343,13.89083001,17.68452611,18.41925889,19.38905412,18.98768742,17.45969148,21.55222117,17.13029545
1325581200,0,4916496.572,5.572145062,1871940.502,18.12801661,17.45082045,11.99132562,17.77213471,13.94096065,17.48053649,18.39057211,19.41523077,18.97655683,17.2581607,22.60497529,17.12477138
1325584800,0,0,6.541280864,56613.73109,18.17229498,17.31056805,11.9792924,17.62332672,13.99161839,17.31794097,18.37741497,18.37542267,18.96694704,17.24990894,23.27091892,18.03235482
1325588400,0,0,6.913966049,56613.73109,18.19745346,17.28364933,11.9775259,17.59452596,14.02017649,17.27168269,18.28486321,18.10697221,18.91668754,17.19110841,23.26650484,19.41216585
1325592000,0,9668099.273,7.260802469,56613.73109,19.43256429,17.30454265,11.99011681,19.08469976,14.03867578,18.86438746,19.32517072,18.06554238,19.80105638,18.85116311,24.18302398,20.60711432
1325595600,0,8403909.046,7.336419753,56613.73109,19.50704796,17.58093573,12.02427933,19.15610027,14.04728689,18.96364195,19.35326122,18.0245122,19.74405281,18.94002654,23.16789113,21.5946379
1325599200,0,0,7.020061728,56613.73109,18.57108002,17.84590055,12.05714075,17.97345145,14.02836822,17.63091804,18.38805069,17.97319628,18.9772854,17.53699117,22.72789518,22.38152478
1325602800,0,0,6.495756173,56613.73109,18.21956496,17.88038347,12.07916599,17.59824239,13.99845247,17.30809478,18.17194791,17.90892344,18.67887217,17.14187313,22.08173761,22.96116691
1325606400,0,0,5.672453704,1357659.559,18.37915327,17.82997135,12.09753339,17.46374078,13.95521417,17.20318944,18.07748698,17.83299006,18.5398937,17.00673053,21.60651614,22.8971377
1325610000,0,13678751.23,5.15162037,1457859.892,19.43208592,17.75926754,12.10624787,18.99199562,13.91775203,18.83132169,19.23246116,19.15396519,19.5446197,18.756827,21.28686119,21.18433878
1325613600,0,11465498.82,4.573302469,1727507.273,19.49316473,17.83124986,12.09780984,19.0856077,13.88323762,18.93973806,19.28515905,19.30171881,19.57942686,18.87236655,21.02220822,20.07496419
1325617200,0,11509389.26,3.682098765,3524012.411,19.51553803,17.92947285,12.07934598,19.12394257,13.83605947,18.98329651,19.2991175,19.34248669,19.58431655,18.90036428,21.01521444,19.55623729
1325620800,0,11572000.46,2.839891975,3624212.744,19.53143577,17.9818136,12.05536187,19.14520864,13.78616608,19.01095108,19.30763989,19.36807666,19.5852906,18.91875498,20.849043,19.273938
1325624400,0,11654439.98,2.316743827,3624212.744,19.54399462,18.02297495,12.03109183,19.15966788,13.74460403,19.03157267,19.31301467,19.38627314,19.58412863,18.9320358,20.68085134,19.05532706
1325628000,0,2939109.664,2.005787037,3411047.712,18.65555179,18.06022339,12.01285081,17.8883548,13.70991351,17.69112914,18.17922076,19.39951424,18.61568123,17.32757146,20.52222976,18.89589596
1325631600,0,207951.1233,1.452160494,156814.0642,18.06665788,17.96228201,11.99643334,17.3846574,13.66661999,17.2503368,17.94728146,18.15819171,18.29389433,16.90020142,20.12598568,18.6254574
1325635200,0,277268.1644,1.454089506,56613.73109,17.9153068,17.72550586,11.98102803,17.25829602,13.6333618,17.13742215,17.87345186,17.79503916,18.20216083,16.78740069,19.94081201,18.22917141
1325638800,0,277268.1644,1.168209877,56613.73109,17.82669973,17.5715749,11.96339167,17.17146574,13.60102847,17.05693895,17.81371046,17.6973634,18.13123197,16.69871745,19.79687207,17.9497948
1325642400,0,277268.1644,0.732638889,56613.73109,17.73688393,17.46487236,11.94550127,17.08363195,13.56073408,16.97929761,17.75210802,17.60686918,18.05313954,16.60692232,19.63638703,17.72689796
1325646000,0,277268.1644,0.688657407,56613.73109,17.67299262,17.38068765,11.92854597,17.01714751,13.53212352,16.91953853,17.70339112,17.5432827,17.99484715,16.5338655,19.48871031,17.54458213
1325649600,0,277268.1644,0.40007716,56613.73109,17.60780587,17.31220308,11.91407869,16.95324265,13.49626876,16.86065524,17.65699839,17.48101333,17.93615624,16.46369372,19.3566483,17.39320827
1325653200,0,4043339.415,0.092592593,56613.73109,17.5450451,17.25270267,11.90069839,16.89434831,13.45993747,16.80544393,17.61494907,18.99550863,17.88017751,16.39840141,19.24148135,17.24740225
1325656800,0,19450611.83,0.09066358,56613.73109,19.19141931,17.19741923,11.88629791,18.80366442,13.43633542,18.71196622,19.07844366,19.23892275,19.30261612,18.5442283,19.95150701,17.10618968
1325660400,0,18030290.3,0.546682099,2154928.582,19.32699231,17.40055097,11.87645334,18.9750239,13.42686632,18.87174642,19.20060489,19.29022423,19.43279096,18.74623231,20.12308102,17.32173692
1325664000,0,5473683.241,1.561728395,2072339.448,18.06410377,17.59415411,11.87228793,17.66321904,13.44188913,17.46255553,18.19739162,19.32900882,18.6561672,17.17852585,20.67018602,17.58726748
1325667600,0,5308156.897,2.883487654,1871940.502,17.79425279,17.50424106,11.8699395,17.46478915,13.48588974,17.23790922,18.16471937,19.35702024,18.61715025,16.95405461,21.74029049,17.59024752
1325671200,0,0,4.101080247,56613.73109,17.83826344,17.36009474,11.86459206,17.32134213,13.53718814,17.08006425,18.15433188,18.17435088,18.63134321,16.94550016,22.51990212,18.39646746
1325674800,0,0,5.108410494,56613.73109,17.89535952,17.33204154,11.87062702,17.3185406,13.58160186,17.05057439,18.07614389,17.89887166,18.7088896,16.90883121,23.20143296,19.79880865
1325678400,0,11071725.08,5.945601852,56613.73109,19.32056503,17.37149614,11.89996397,18.97839638,13.61758734,18.78004382,19.24308984,17.87250574,19.69205176,18.74064227,23.65606099,21.09491473
1325682000,0,9275202.766,6.19367284,56613.73109,19.4351559,17.65229108,11.95239791,19.11752519,13.63555095,18.90804104,19.29395107,17.84368539,19.71917114,18.86502987,23.6844982,22.42805486
1325685600,0,0,5.897762346,56613.73109,18.40538112,17.94176816,12.01269488,17.83411661,13.622766,17.48144278,18.2300395,17.79100315,18.84157724,17.33739098,22.93189348,23.54490023
1325689200,0,0,5.27662037,56613.73109,17.99724419,18.02561885,12.05443432,17.40034036,13.58620578,17.12742293,17.98528339,17.7174674,18.47637357,16.90025506,21.9144941,24.20363151
1325692800,0,0,4.269675926,1357659.559,18.12256513,18.01481508,12.0927317,17.24150471,13.53164229,17.00882552,17.87878002,17.63050068,18.30923724,16.74828356,21.30327164,24.04958984
1325696400,0,15673341.88,3.326774691,1457859.892,19.32404025,17.96878379,12.12411073,18.89843696,13.4775781,18.75173142,19.15022606,19.05231501,19.44751585,18.64678509,20.9003394,22.33000548
1325700000,0,13210688.18,2.748070988,1727507.273,19.40072069,18.01068302,12.13433645,19.00781435,13.43592359,18.8735778,19.21399937,19.23718492,19.492901,18.78252448,20.61003703,21.13521929
1325703600,0,12954753.21,2.373070988,3524012.411,19.42657869,18.07758926,12.12517281,19.0512151,13.40575529,18.92074443,19.23308359,19.28219473,19.50146449,18.81766187,20.60884754,20.47328754
1325707200,0,12747200.36,2.092978395,3624212.744,19.44548154,18.1159092,12.10767622,19.07579391,13.37930147,18.95083812,19.24486527,19.31063235,19.50482588,18.84069599,20.46194073,20.1521275
1325710800,0,12771888.61,1.715277778,3624212.744,19.46098719,18.14785668,12.09950663,19.09433066,13.35034295,18.97377119,19.2543062,19.33154969,19.5068977,18.85959794,20.38602734,19.8875925
1325714400,0,3136019.152,1.261959877,3411047.712,18.45754999,18.17603487,12.09034727,17.71711202,13.31963761,17.53612622,18.03658971,19.34674436,18.42905657,17.14137019,20.18782156,19.65170297
1325718000,0,207951.1233,1.124614198,156814.0642,17.88219781,18.09196547,12.07643636,17.22856509,13.29420809,17.11079952,17.81063034,18.0460593,18.11557321,16.73051475,19.77547947,19.3912387
1325721600,0,277268.1644,0.911651235,56613.73109,17.71991636,17.87526052,12.05988264,17.09137116,13.26234795,16.98890088,17.72906325,17.66266909,18.01313879,16.60638662,19.57426986,19.01699392
1325725200,0,277268.1644,0.476851852,56613.73109,17.61599621,17.73177615,12.04358513,16.99251438,13.2235294,16.89873918,17.6615588,17.5503287,17.9289827,16.50583101,19.42026174,18.74997771
1325728800,0,277268.1644,0.045910494,56613.73109,17.52527447,17.6341326,12.02933882,16.90138559,13.18564261,16.8177278,17.5964055,17.45762502,17.84800219,16.41031303,19.24596261,18.53125682
1325732400,0,277268.1644,0.02970679,56613.73109,17.45790333,17.55824434,12.01662069,16.83527796,13.15678194,16.75645718,17.5496215,17.39134595,17.78926736,16.33878376,19.11175464,18.36806024
1325736000,0,277268.1644,0.200231481,56613.73109,17.41210493,17.4984599,12.00904262,16.79141121,13.13869219,16.71102929,17.51823966,17.34568284,17.75082941,16.28901066,19.02706745,18.22381434
1325739600,0,3896364.044,0.313657407,56613.73109,17.37049282,17.44603345,12.00117952,16.74885204,13.12290644,16.66709701,17.4873558,18.97208903,17.71233996,16.23985407,18.93247858,18.07653335
1325743200,0,20489930.57,0.06867284,56613.73109,19.09407529,17.40081488,11.99364696,18.72188927,13.10065103,18.63705821,19.01209898,19.1829829,19.21408407,18.45659102,19.78841072,17.96017512
1325746800,0,18426050.35,0.761188272,2614218.409,19.24809443,17.58057356,11.99063373,18.91072529,13.09877155,18.80980636,19.14901372,19.23869425,19.35976811,18.68118414,20.01431039,18.06256278
1325750400,0,15991824.11,2.58757716,2411229.924,19.30133918,17.75485555,11.98476365,18.99053412,13.15113222,18.87049681,19.28254814,19.28116424,19.50157683,18.82091731,20.63019386,18.24663346
1325754000,0,14757903.48,3.770833333,2331230.329,19.35075424,17.85002953,11.98302633,19.05360787,13.21068057,18.91460151,19.35430266,19.31468665,19.61020719,18.9053806,21.63671425,18.53300603
1325757600,0,12380915.68,5.102237654,1172085.51,19.39541551,17.93623484,11.98356372,19.08427745,13.276688,18.93606772,19.36349547,19.34155273,19.67257587,18.93567404,22.41171033,19.72848002
1325761200,0,11311893.36,7.043595679,1172085.51,19.43531065,18.03659669,11.99334433,19.1158371,13.37085408,18.95810333,19.34552845,19.36341245,19.72182178,18.9491197,23.19874168,21.2335213
1325764800,0,10419443.92,8.53125,1172085.51,19.47460596,18.14504091,12.02041476,19.1588551,13.45651942,18.98196879,19.34730939,19.38050065,19.74128064,18.97039019,23.63160162,22.3926643
1325768400,0,9765486.561,9.59683642,1172085.51,19.508327,18.26485742,12.07145773,19.20815088,13.5251054,19.00597804,19.35055746,19.39384942,19.7363904,18.98568166,23.78117467,23.52323074
1325772000,0,9504874.085,10.10146605,1172085.51,19.52654578,18.40585856,12.14591919,19.23326143,13.57341412,19.02011183,19.34466352,19.40275043,19.70541244,18.98671748,23.56127668,24.56591979
1325775600,0,10032104.33,9.501157407,1172085.51,19.50161585,18.53512169,12.21077182,19.18409385,13.56893873,19.01618548,19.32901515,19.40711466,19.63334338,18.97333979,22.4304512,25.18500265
1325779200,0,9912780.224,8.702932099,2303687.91,19.50272539,18.60383283,12.25572601,19.16064066,13.53454341,19.01850752,19.3188958,19.4114884,19.59561251,18.96666146,21.72485549,24.94952842
1325782800,0,10047668.43,8.351466049,2343688.567,19.50365996,18.55838902,12.27631548,19.15407888,13.51520149,19.02437896,19.31455838,19.41698154,19.57525175,18.96715024,21.33312324,23.10927492
1325786400,0,10106929.81,7.914737654,2383689.225,19.50732403,18.50733021,12.27386904,19.15119534,13.49581768,19.03076787,19.31213113,19.42263299,19.56094952,18.96948175,21.03194955,21.9775673
1325790000,0,10454272.26,7.103009259,3584212.087,19.51157303,18.49722395,12.2744865,19.16577862,13.46219482,19.04892159,19.30976564,19.42794567,19.5516688,18.97124764,21.0169813,21.36228053
1325793600,0,10619264.28,6.503858025,3624212.744,19.51642037,18.49609237,12.26091159,19.17264538,13.43146528,19.06119405,19.30848338,19.43342088,19.54408597,18.97390888,20.8469913,20.99825288
1325797200,0,10656428.01,6.317901235,3624212.744,19.52166753,18.501035,12.24840877,19.17801502,13.41612417,19.07116475,19.30824045,19.43898877,19.53789593,18.97753204,20.6928132,20.69087364
1325800800,0,3178975.26,6.330246914,3584212.087,18.82210046,18.50922375,12.23583231,18.04676903,13.40906437,17.86660333,18.25430038,19.44402487,18.66884151,17.52157371,20.55824392,20.40842143
1325804400,0,2392074.384,6.045138889,806304.4088,18.26882505,18.43870153,12.22449428,17.587234,13.39417545,17.46275623,18.05029121,19.44402103,18.39076578,17.15979295,20.16563969,20.18310007
1325808000,0,277268.1644,5.230709877,56613.73109,18.07604217,18.24346125,12.21545254,17.43800334,13.35936656,17.33016641,17.95838102,18.34914654,18.27470193,17.02037147,19.95023778,19.82561589
1325811600,0,277268.1644,4.634645062,56613.73109,17.9573907,18.10285318,12.20348278,17.3260418,13.32037845,17.23054087,17.88124065,18.00850271,18.17993561,16.90531003,19.7641193,19.53614941
1325815200,0,277268.1644,3.93132716,56613.73109,17.85997696,18.003535,12.18862121,17.22608125,13.27989764,17.14118826,17.80891646,17.89510471,18.09257748,16.80021149,19.57137783,19.31032291
1325818800,0,277268.1644,3.02970679,56613.73109,17.75570498,17.92489489,12.17480021,17.12297199,13.22722446,17.05075201,17.7345882,17.7866954,17.9977927,16.69082603,19.37051297,19.11291159
